Atlas	Labels	Corr	RV	HR	SWI_Density	ToF_Density
Schaefer	RH_LimbicA_TempPole_5	0.198526906233409	0.237101537699621	0.159952274767196	0.0640567525145608	0.0364041205519324
Schaefer	LH_LimbicA_TempPole_7	0.196295080004027	0.262712070623211	0.129878089384843	0.124226424370461	0.121678189805417
Schaefer	LH_DefaultB_PFCv_3	0.193033454211131	0.235884560362918	0.150182348059344	0.038458596202647	0.0108570987387884
Schaefer	RH_LimbicB_OFC_2	0.190162357894279	0.21935631883218	0.160968396956378	0.0496374405920506	0.0430454825428692
AAN	MRF	0.18873787965348	0.239733499192299	0.137742260114662	0.0212765949520659	0.0212765949520659
Schaefer	RH_DorsAttnB_FEF_3	0.18872642194463	0.193079221808973	0.184373622080287	0.0231707308441401	0.0568597542122006
TractSeg	FX_left	0.187206948709072	0.214998672688221	0.159415224729923	0.0445752706507157	0.122792256546432
Schaefer	LH_DefaultB_PFCd_5	0.186432209036649	0.223175191320217	0.149689226753082	0.0291789032089773	0.0830034449189433
Schaefer	LH_DefaultB_Temp_3	0.183404337391966	0.197802750971005	0.169005923812927	0.0265062914557381	0.000723911321734729
Tian	NAc-lh	0.182056580984821	0.211861056837705	0.152252105131936	0.119788533104171	0.0098522163817448
Schaefer	LH_ContA_PFCl_3	0.181913314832855	0.213119193286348	0.150707436379361	0.0335617804945993	0.00886917927048423
Schaefer	LH_DefaultA_PFCm_5	0.180290364857411	0.177453916832874	0.183126812881947	0.0302497608078135	0.0391122814905536
Schaefer	RH_DefaultA_pCunPCC_1	0.179751548396245	0.178259207088518	0.181243889703972	0.0164129830112583	0.00632679235554279
Schaefer	LH_DefaultB_PFCd_4	0.179459275222145	0.208588977878022	0.150329572566268	0.0312532981559312	0.0862633266296738
AAN	MR	0.178715665606447	0.21941381634851	0.138017514864384	0.0254506883413895	0.0254506883413895
Schaefer	RH_DefaultB_PFCv_2	0.178305343288185	0.236867381077059	0.11974330549931	0.0490828443872781	0.0350735725080671
Schaefer	RH_LimbicB_OFC_4	0.177073006161291	0.202052022996556	0.152093989326026	0.0251357962080485	0.00149110655857486
Schaefer	LH_LimbicA_TempPole_5	0.176856169725908	0.222101699647865	0.131610639803951	0.0311653104356744	0.00923872840675441
Schaefer	RH_DefaultA_pCunPCC_2	0.175137897384544	0.173599980648886	0.176675814120202	0.017867271030365	0.0136131588802781
TractSeg	FX_right	0.175099620697399	0.19155636333659	0.158642878058207	0.156794419778245	0.133275255294783
Schaefer	LH_SomMotB_S2_3	0.174013806000152	0.337014812322855	0.011012799677449	0.0917440521604845	0.0524543303076692
AAN	PAG	0.173032679370255	0.208768857531772	0.137296501208738	0.0943622506055676	0.0339864041717326
Tian	NAc-rh	0.16940799454036	0.191068498401214	0.147747490679507	0.113942478686126	0.0132265496832221
Schaefer	RH_LimbicA_TempPole_4	0.166438838124102	0.212665746807366	0.120211929440838	0.0363571812977662	0.0161756497503814
Schaefer	RH_DefaultB_PFCd_1	0.163967523426969	0.183863585975015	0.144071460878923	0.0299003308645118	0.0391378316817886
AAN	PPN	0.163646115833425	0.202796287202917	0.124495944463933	0.140921403550439	0.0203252024948597
AAN	PBC	0.158593042733599	0.190079489223761	0.127106596243438	0.0301291236982626	0.0243902429938316
TractSeg	CC_3	0.156069613663272	0.158205263760073	0.153933963566471	0.00708339391220473	0.0093471589749177
Schaefer	LH_LimbicB_OFC_4	0.149774426407015	0.180157266233751	0.119391586580279	0.0594399254447148	0.0572719036061087
Schaefer	LH_LimbicA_TempPole_4	0.140790325149778	0.16113765847696	0.120442991822597	0.0754261705663896	0.018620508092065
Schaefer	RH_LimbicA_TempPole_6	0.123371570145325	0.146422690113432	0.100320450177218	0.051197030645911	0.0283241531541271
AAN	VTA	0.113947847100253	0.145138364107408	0.082757330093099	0.14634145796299	0.0243902429938316
Schaefer	RH_LimbicB_OFC_1	0.108352518972185	0.133283236979073	0.083421800965296	0.0555088287423771	0.0165150234925336
Schaefer	RH_LimbicB_OFC_6	0.104340443595296	0.121419671892153	0.08726121529844	0.0414914476802979	0.00644799525282164
Tian	AMY-lh	0.094626254984904	0.132243372690132	0.057009137279676	0.0691331551737479	0.0210118646909659
Schaefer	RH_LimbicB_OFC_5	0.087179140510704	0.103066163319397	0.071292117702011	0.047359695037206	0.044281314732959
AAN	LC	0.072754575878056	0.124971419601983	0.020537732154129	0.0104529612830707	0.0121951214969158
Schaefer	LH_LimbicB_OFC_3	0.062902789936358	0.120540485051501	0.005265094821215	0.0460008593637909	0.012880240753891
Tian	AMY-rh	0.0434860309399255	0.069757913201369	0.017214148678482	0.0646761958455217	0.0141295201048769
Schaefer	RH_LimbicB_OFC_3	0.0177680056326575	0.027393235631018	0.008142775634297	0.0488446707396131	0.0216944792160862
Schaefer	LH_LimbicB_OFC_1	0.0082827150828265	0.013975331744348	0.002590098421305	0.0447423661880146	0.00662251630958342
Schaefer	LH_SalVentAttnA_FrMed_3	0.0063135776340935	0.013296234997326	-0.000669079729139	0.0126687184482524	0.0736443255711528
TractSeg	CA	NaN	NaN	NaN	0.0443114661467001	0.00946826203176694
Schaefer	LH_DorsAttnA_TempOcc_3	NaN	NaN	NaN	0.0303682436302207	0.000836920102729517
